Journal,SJR_2024
Annals of Nuclear Medicine,0.661
Clinical and Experimental Nephrology,0.661
Diabetology,0.661
Psychiatric Rehabilitation Journal,0.661
Bioprocess and Biosystems Engineering,0.66
Current Research in Physiology,0.66
Journal of Cardiovascular Surgery,0.66
Journal of Circulating Biomarkers,0.66
Journal of Geriatric Physical Therapy,0.66
Lifetime Data Analysis,0.66
Applied Biochemistry and Biotechnology,0.659
Biochemistry (Moscow),0.659
Cost Effectiveness and Resource Allocation,0.659
Expert Review of Cardiovascular Therapy,0.659
International Journal of Clinical Practice,0.659
International Journal of Nephrology,0.659
Journal of Investigative Medicine,0.659
Nephron,0.659
Aging Medicine,0.658
"American Journal of Medical Genetics, Part B: Neuropsychiatric Genetics",0.658
"Fatigue: Biomedicine, Health and Behavior",0.658
Indoor and Built Environment,0.658
International Journal of Computer Assisted Radiology and Surgery,0.658
Journal of Breast Imaging,0.658
Paediatric Anaesthesia,0.658
World Journal of Oncology,0.658
Journal of Molecular Histology,0.657
Melanoma Research,0.657
Urolithiasis,0.657
AIDS Education and Prevention,0.656
BMC Nutrition,0.656
Journal of Public Health Research,0.656
Nursing Administration Quarterly,0.656
Surgery Today,0.656
Trauma Surgery and Acute Care Open,0.656
Extremophiles,0.655
Journal of Anatomy,0.655
Journal of Pediatric Orthopaedics,0.655
Journal of Tissue Viability,0.655
Journal of the Canadian Urological Association,0.655
American Journal of Lifestyle Medicine,0.654
Australian and New Zealand Journal of Obstetrics and Gynaecology,0.654
German Journal of Exercise and Sport Research,0.654
Journal of Clinical Neuroscience,0.654
Journal of Nursing Administration,0.654
Radiography,0.654
Sexual Medicine,0.654
Clinical Nuclear Medicine,0.653
Journal of Economic Entomology,0.653
Radiation Research,0.653
Scientific World Journal,0.653
Birth Defects Research,0.652
British Journal of Oral and Maxillofacial Surgery,0.652
Cognitive Neuropsychiatry,0.652
Journal of Eye Movement Research,0.652
Allergy and Asthma Proceedings,0.651
Canadian Journal of Kidney Health and Disease,0.651
International Journal of Hematology,0.651
Journal of Foot and Ankle Surgery,0.651
New Microbes and New Infections,0.651
Occupational Therapy International,0.651
Blood Research,0.65
CJC Open,0.65
Forensic Chemistry,0.65
Parasite,0.65
Tuberculosis,0.65
Asia Pacific Allergy,0.649
Clinical Endoscopy,0.649
Frontiers in Tropical Diseases,0.649
Histology and Histopathology,0.649
International Nano Letters,0.649
JDDG - Journal of the German Society of Dermatology,0.649
Journal of the American Psychiatric Nurses Association,0.649
Practical Neurology,0.649
Foot and Ankle Specialist,0.648
Frontiers in Radiology,0.648
Health Informatics Journal,0.648
Hereditary Cancer in Clinical Practice,0.648
Journal of Health Organization and Management,0.648
Journal of Integrative and Complementary Medicine,0.648
"Journal of Stomatology, Oral and Maxillofacial Surgery",0.648
MedComm - Future Medicine,0.648
NAD Nordic Studies on Alcohol and Drugs,0.648
Annales de Dermatologie et de Venereologie,0.647
Child Neuropsychology,0.647
European Journal of Ophthalmology,0.647
International Journal of Breast Cancer,0.647
Neoplasma,0.647
Occupational Medicine,0.647
Schizophrenia Research and Treatment,0.647
Seminars in Pediatric Neurology,0.647
Tuberculosis and Respiratory Diseases,0.647
Canadian Journal of Pain,0.646
Journal of Early Intervention,0.646
Journal of Environmental Exposure Assessment,0.646
Journal of Vascular and Interventional Radiology,0.646
Molecular Diversity,0.646
Advances in Rheumatology,0.645
Health Care Management Science,0.645
Issues in Mental Health Nursing,0.645
Journal of Contemporary Psychotherapy,0.645
Open Access Rheumatology: Research and Reviews,0.645
Brazilian Journal of Infectious Diseases,0.644
Intellectual and Developmental Disabilities,0.644
Rehabilitation Counseling Bulletin,0.644
Transactions of the Royal Society of Tropical Medicine and Hygiene,0.644
AJOB Empirical Bioethics,0.643
Joint Diseases and Related Surgery,0.643
Journal of Interventional Cardiology,0.643
Open Access Journal of Sports Medicine,0.643
Pediatric Quality and Safety,0.643
Basic and Clinical Andrology,0.642
"DARU, Journal of Pharmaceutical Sciences",0.642
Diagnosis,0.642
International Clinical Psychopharmacology,0.642
International Ophthalmology,0.642
Journal of Behavioral and Cognitive Therapy,0.642
Molecular Imaging and Biology,0.642
AAPS PharmSciTech,0.641
"Aging, Neuropsychology, and Cognition",0.641
International Journal of Immunogenetics,0.641
Laryngoscope Investigative Otolaryngology,0.641
Seminars in Reproductive Medicine,0.641
Spirituality in Clinical Practice,0.641
Archives of Rehabilitation Research and Clinical Translation,0.64
Zeitschrift fur Medizinische Physik,0.64
Therapeutic Advances in Gastrointestinal Endoscopy,0.639
CHEST Pulmonary,0.638
American Journal of Medicine Open,0.637
Animal Reproduction Science,0.637
Archives of Microbiology,0.637
Clinical Otolaryngology,0.637
Cytokine: X,0.637
DNA and Cell Biology,0.637
Neuropeptides,0.637
Skin therapy letter,0.637
Sleep Medicine: X,0.637
Accountability in Research,0.636
Journal of Addictive Diseases,0.636
Journal of Human Lactation,0.636
Clinical and Applied Thrombosis/Hemostasis,0.635
Current Genomics,0.635
Journal of Healthcare Management,0.635
Journal of Women and Aging,0.635
Journal of NeuroVirology,0.634
Journal of Physical Chemistry A,0.634
Lymphatic Research and Biology,0.634
Optometry and Vision Science,0.634
"Blood Cells, Molecules, and Diseases",0.633
Development Growth and Differentiation,0.633
Diagnostic Microbiology and Infectious Disease,0.633
Human Fertility,0.633
Journal of Aging Research,0.633
Journal of Health Care for the Poor and Underserved,0.633
Minerva Anestesiologica,0.633
"Psychology, Crime and Law",0.633
Quantitative Imaging in Medicine and Surgery,0.633
Chinese Clinical Oncology,0.632
Clinical and Experimental Emergency Medicine,0.632
Hip and Pelvis,0.632
Israel Journal of Health Policy Research,0.632
Journal of Health and Pollution,0.632
Skin Research and Technology,0.632
AEM Education and Training,0.631
Artificial Organs,0.631
Head and Face Medicine,0.631
Indian Journal of Ophthalmology,0.631
International Journal of Telemedicine and Applications,0.631
Journal of Child and Adolescent Psychiatric Nursing,0.631
Parasitology,0.631
Vector-Borne and Zoonotic Diseases,0.631
Archives of Oral Biology,0.63
International Neurourology Journal,0.63
Journal of Clinical Densitometry,0.63
Magnetic Resonance Imaging,0.63
Gynecologic and Obstetric Investigation,0.629
International Journal of Child Care and Education Policy,0.629
Journal of Natural Products,0.629
Journal of Preventive Medicine and Hygiene,0.629
Respiratory Care,0.629
Breastfeeding Medicine,0.628
Frontiers in Rehabilitation Sciences,0.628
GMS German Medical Science,0.628
Journal of Interferon and Cytokine Research,0.628
Vision Research,0.628
Antiviral Therapy,0.627
Clinical EEG and Neuroscience,0.627
International Journal of Impotence Research,0.627
Journal of Developmental Origins of Health and Disease,0.627
Microbial Drug Resistance,0.627
Clinical Parkinsonism and Related Disorders,0.626
Journal of Community Genetics,0.626
Journal of Environmental Radioactivity,0.626
Journal of Intellectual Disabilities,0.626
Value in Health Regional Issues,0.626
Avicenna Journal of Phytomedicine,0.625
Clinical and Experimental Pharmacology and Physiology,0.625
Family Medicine,0.625
Interventional Neuroradiology,0.625
Journal of Advances in Medical Education and Professionalism,0.625
Journal of Animal Breeding and Genetics,0.625
Lasers in Medical Science,0.625
PeerJ,0.625
Chiropractic and Manual Therapies,0.624
Clinical and Experimental Optometry,0.624
European Endodontic Journal,0.624
Immunological Investigations,0.624
Journal of Drugs in Dermatology,0.624
Journal of Pediatric Health Care,0.624
Journal of Thoracic Disease,0.624
Academic Psychiatry,0.623
Adicciones,0.623
Aging Male,0.623
Hellenic Journal of Cardiology,0.623
International Journal of Inflammation,0.623
Iranian Journal of Psychiatry,0.623
Acta Odontologica Scandinavica,0.622
Arthroscopy Techniques,0.622
Clinical Radiology,0.622
Digestive Surgery,0.622
Human Nutrition and Metabolism,0.622
International Journal of Psychiatry in Medicine,0.622
Pediatric Cardiology,0.622
"Comparative Immunology, Microbiology and Infectious Diseases",0.621
Current Microbiology,0.621
Psychosis,0.621
Scandinavian Journal of Pain,0.621
Tissue Engineering - Part C: Methods,0.621
Environmental and Molecular Mutagenesis,0.62
Journal of Medical Microbiology,0.62
Journal of Child and Adolescent Psychopharmacology,0.619
Photochemistry and Photobiology,0.619
Urogynecology,0.619
Current Sports Medicine Reports,0.618
East Asian Archives of Psychiatry,0.618
Health Care Science,0.618
International Journal for Parasitology: Parasites and Wildlife,0.618
International Journal of Biostatistics,0.618
International Journal of Obstetric Anesthesia,0.618
International Microbiology,0.618
Radiology and Oncology,0.618
i-Perception,0.618
AIDS Care - Psychological and Socio-Medical Aspects of AIDS/HIV,0.617
Anthropology and Medicine,0.617
Food Additives and Contaminants: Part B Surveillance,0.617
Immuno,0.617
Neurologia i Neurochirurgia Polska,0.617
World Neurosurgery: X,0.617
BMC Genomic Data,0.616
BMC Proceedings,0.616
Cochlear Implants International,0.616
Journal of Forensic Sciences,0.616
Journal of the Intensive Care Society,0.616
Advances in Urology,0.615
American Family Physician,0.615
BJA Open,0.615
Bioinspiration and Biomimetics,0.615
Clinical Respiratory Journal,0.615
International Journal of Circumpolar Health,0.615
Experimental Animals,0.614
Geriatric Orthopaedic Surgery and Rehabilitation,0.614
Human Movement Science,0.614
International Journal of Speech-Language Pathology,0.614
Psychiatry Research Communications,0.614
Archives of Endocrinology and Metabolism,0.613
Cardiology Journal,0.613
Cardiovascular Revascularization Medicine,0.613
Clinical Biochemistry,0.613
"JOGNN - Journal of Obstetric, Gynecologic, and Neonatal Nursing",0.613
Japan Journal of Nursing Science,0.613
Japanese Journal of Clinical Oncology,0.613
Saudi Journal of Gastroenterology,0.613
Acta Neurologica Belgica,0.612
Clinics,0.612
Interdisciplinary Sciences - Computational Life Sciences,0.612
International Journal of Laboratory Hematology,0.612
Journal of Loss and Trauma,0.612
Smart Health,0.612
Antimicrobial Stewardship and Healthcare Epidemiology,0.611
Brain Tumor Pathology,0.611
European Neurology,0.611
JMIR Perioperative Medicine,0.611
Journal of Bone Metabolism,0.611
Journal of Cardiovascular Nursing,0.611
Molecular Genetics and Genomic Medicine,0.611
Clinical Epidemiology and Global Health,0.61
Current Topics in Medicinal Chemistry,0.61
Indian Journal of Medical Research,0.61
International Journal of Environmental Health Research,0.61
Journal of Biomedical Research,0.61
Microcirculation,0.61
Australian Journal of Primary Health,0.609
BMJ Open Quality,0.608
Cell Biochemistry and Biophysics,0.608
Food Safety and Risk,0.608
HERD,0.608
Journal of Clinical Rheumatology,0.608
ATS Scholar,0.607
American Heart Journal Plus: Cardiology Research and Practice,0.607
International Journal of Preventive Medicine,0.607
JCRPE Journal of Clinical Research in Pediatric Endocrinology,0.607
F and S Science,0.606
Perspectives in Clinical Research,0.606
Thoracic Surgery Clinics,0.606
Translational Pediatrics,0.606
Veterinary Parasitology,0.606
Frontiers in Epidemiology,0.605
International Journal of Computerized Dentistry,0.605
Biophysics Reports,0.604
Clinical Hemorheology and Microcirculation,0.604
Health Care Analysis,0.604
International Journal for Vitamin and Nutrition Research,0.604
International Journal of Performance Analysis in Sport,0.604
Journal of Cardiovascular Medicine,0.604
Journal of ECT,0.604
Liver Research,0.604
Asian Journal of Surgery,0.603
Biomarkers in Neuropsychiatry,0.603
Clinics in Dermatology,0.603
Journal of Applied Laboratory Medicine,0.603
Journal of Orthodontics,0.603
Journal of Radiation Research,0.603
Epidemiologia,0.602
Industrial Health,0.602
International Journal of Cardiovascular Imaging,0.602
International Journal of Hypertension,0.602
Neuropsychopharmacology Reports,0.602
Telemedicine Reports,0.602
Therapeutic Advances in Cardiovascular Disease,0.602
"Activities, Adaptation and Aging",0.601
Advances in Cancer Research,0.601
Clinical Linguistics and Phonetics,0.601
International Journal of Offender Therapy and Comparative Criminology,0.601
Journal of Oral Biosciences,0.601
Spatial and Spatio-temporal Epidemiology,0.601
Allergo Journal International,0.6
Cancer Informatics,0.6
Clinics in Sports Medicine,0.6
Journal of Applied Biomaterials and Functional Materials,0.6
Journal of Scleroderma and Related Disorders,0.6
Journal of Sport Rehabilitation,0.6
Musculoskeletal Care,0.6
Jornal Brasileiro de Pneumologia,0.599
Journal of Pediatric Hematology/Oncology Nursing,0.599
Journal of Psychosocial Oncology,0.599
World Journal of Transplantation,0.599
Advances in Clinical and Experimental Medicine,0.598
Annals of Plastic Surgery,0.598
BJPsych International,0.598
Biomedical Reports,0.598
International Journal of Biological Markers,0.598
Journal of Cross-Cultural Gerontology,0.598
"Asia-Pacific Journal of Sports Medicine, Arthroscopy, Rehabilitation and Technology",0.597
Journal of Ocular Pharmacology and Therapeutics,0.597
Cardiology,0.596
Hereditas,0.596
Korean Journal of Family Medicine,0.596
Livers,0.596
Microbes and Environments,0.596
Rejuvenation Research,0.596
Sexual and Reproductive Healthcare,0.596
Brachytherapy,0.595
International Journal of Occupational Safety and Ergonomics,0.595
Journal of Exercise Rehabilitation,0.595
Journal of Investigative Surgery,0.595
Journal of Korean Neurosurgical Society,0.595
Physiological Measurement,0.595
Przeglad Menopauzalny,0.595
The Journal of rheumatology. Supplement,0.595
Artificial Intelligence Surgery,0.594
Clinical Neurology and Neurosurgery,0.594
Hamostaseologie,0.594
Minerva Endocrinology,0.594
BMC Urology,0.593
Current Alzheimer Research,0.593
Journal of Nervous and Mental Disease,0.593
International Journal of Community Based Nursing and Midwifery,0.592
International Journal of Endocrinology and Metabolism,0.592
Journal of Perinatal Medicine,0.592
AIDS Research and Treatment,0.591
Animal Genetics,0.591
Advances in Neonatal Care,0.59
Contemporary Clinical Trials Communications,0.59
DEN Open,0.59
European Journal of Obstetrics and Gynecology and Reproductive Biology: X,0.59
Fetal Diagnosis and Therapy,0.59
Gastroenterology Research and Practice,0.59
Biopharmaceutics and Drug Disposition,0.589
Cardiac Electrophysiology Clinics,0.589
Clinical Practice and Epidemiology in Mental Health,0.589
Contributions to Nephrology,0.589
